#wave           Flux
3937.9809850471515 1.4070488381591205e-13
3939.1917533624596 1.4588433345529015e-13
3940.4025216777677 1.4832562858442344e-13
3941.613289993076 1.455907342768105e-13
3942.8240583083843 1.4537484466575776e-13
3944.0348266236924 1.4991229585717132e-13
3945.2455949390005 1.5052293701848395e-13
3946.456363254309 1.4520045671146784e-13
3947.667131569617 1.4184320564214588e-13
3948.8778998849252 1.426512170119374e-13
3950.0886682002333 1.4264168846077286e-13
3951.299436515542 1.4323232785155758e-13
3952.5102048308495 1.43039523872217e-13
3953.720973146158 1.3535222505309763e-13
3954.931741461466 1.2492785957064458e-13
3956.142509776774 1.201336396180319e-13
3957.3532780920823 1.1933580915537063e-13
3958.564046407391 1.1716215687507817e-13
3959.774814722699 1.1552549384870088e-13
3960.985583038007 1.2065609181364317e-13
3962.1963513533155 1.2894154001474948e-13
3963.4071196686236 1.3363805739170343e-13
3964.6178879839317 1.3270849464109085e-13
3965.82865629924 1.3051626900284688e-13
3967.0394246145484 1.3100291896931304e-13
3968.2501929298564 1.3605828028091928e-13
3969.460961245165 1.4615851634113447e-13
3970.671729560473 1.6072125004323757e-13
3971.882497875781 1.7692778897995157e-13
3973.0932661910892 1.931764267101893e-13
3974.304034506398 2.0486541436654016e-13
3975.514802821706 2.1083640114856359e-13
3976.725571137014 2.1781387297634913e-13
3977.9363394523225 2.261353780708117e-13
3979.1471077676306 2.290540636045547e-13
3980.3578760829387 2.2820951772734033e-13
3981.5686443982468 2.3418648150361287e-13
3982.7794127135553 2.39962064567217e-13
3983.9901810288634 2.4891596609720073e-13
3985.200949344172 2.5348205302265596e-13
3986.41171765948 2.557514828875543e-13
3987.622485974788 2.5481615537513934e-13
3988.833254290096 2.6062667939625283e-13
3990.0440226054047 2.686035209201839e-13
3991.254790920713 2.7485696247462616e-13
3992.465559236021 2.7374099467314853e-13
3993.6763275513295 2.7109036253918593e-13
3994.8870958666375 2.6927638753427466e-13
3996.0978641819456 2.6657902072047907e-13
3997.3086324972537 2.7437811570497486e-13
3998.5194008125623 2.88960389871381e-13
3999.7301691278703 3.0368569665338666e-13
4000.940937443179 3.1210678163691805e-13
4002.151705758487 3.1012280005617734e-13
4003.362474073795 3.0344143995516055e-13
4004.573242389103 3.029966583361358e-13
4005.7840107044117 3.020511761204729e-13
4006.9947790197193 2.9882626185753427e-13
4008.2055473350274 2.97792395104628e-13
4009.416315650336 2.969375253352847e-13
4010.627083965644 3.011608192898134e-13
4011.837852280952 3.11601469296188e-13
4013.04862059626 3.2446592949407555e-13
4014.2593889115687 3.321486288987968e-13
4015.470157226877 3.2615580137488545e-13
4016.6809255421854 3.108465538790725e-13
4017.8916938574935 2.940702224855315e-13
4019.1024621728016 2.826930194955945e-13
4020.3132304881096 2.8059549814105835e-13
4021.5239988034177 2.842676751380497e-13
4022.7347671187263 2.986990715642907e-13
4023.9455354340344 3.2308339444610764e-13
4025.156303749343 3.4281470577546043e-13
4026.367072064651 3.4817555613782387e-13
4027.577840379959 3.287724645676614e-13
4028.788608695267 2.9564132188924705e-13
4029.9993770105757 2.696893635847417e-13
4031.210145325884 2.5577288865202337e-13
4032.420913641192 2.5917011348891917e-13
4033.6316819565004 2.8636161558594523e-13
4034.8424502718085 3.247039365928149e-13
4036.0532185871166 3.5348591263034007e-13
4037.2639869024247 3.6272867220263274e-13
4038.474755217733 3.5997680588786485e-13
4039.6855235330413 3.510442950318043e-13
4040.89629184835 3.406313139303633e-13
4042.107060163658 3.215494901751775e-13
4043.317828478966 2.989817201161785e-13
4044.528596794274 2.943026475183293e-13
4045.7393651095826 3.0834773937921465e-13
4046.9501334248907 3.2641151212537007e-13
4048.160901740199 3.3959124388646686e-13
4049.3716700555074 3.4784755027724255e-13
4050.5824383708155 3.506268263706831e-13
4051.7932066861235 3.479373652887223e-13
4053.0039750014316 3.442397123098833e-13
4054.21474331674 3.491539934869132e-13
4055.4255116320483 3.4799605757999816e-13
4056.636279947357 3.4333126683123147e-13
4057.847048262665 3.431190230342846e-13
4059.057816577973 3.434263815355141e-13
4060.268584893281 3.3198881669690193e-13
4061.479353208589 3.024661343160501e-13
4062.6901215238972 2.924810420010637e-13
4063.9008898392053 3.035862893327731e-13
4065.111658154514 3.149307121195208e-13
4066.322426469822 3.3280723195659303e-13
4067.53319478513 3.541115107863444e-13
4068.743963100438 3.5507352358998167e-13
4069.9547314157467 3.4493326641625727e-13
4071.1654997310548 3.5893803420128946e-13
4072.3762680463633 3.717156392831076e-13
4073.5870363616714 3.634391423543063e-13
4074.7978046769795 3.4440479342087023e-13
4076.0085729922876 3.324555973911823e-13
4077.219341307596 3.4634369465863057e-13
4078.430109622904 3.7160512476444344e-13
4079.6408779382123 3.865624049786472e-13
4080.851646253521 3.813461363527674e-13
4082.062414568829 3.809882157351189e-13
4083.273182884137 3.800435361832648e-13
4084.483951199445 3.7899458760210314e-13
4085.6947195147536 3.864645436619124e-13
4086.9054878300617 3.929073878709455e-13
4088.1162561453702 3.9571897858519926e-13
4089.3270244606783 3.9698392532918323e-13
4090.5377927759864 3.998565049757589e-13
4091.7485610912945 4.1169317641597135e-13
4092.959329406603 4.1205230731288964e-13
4094.170097721911 3.9775950122267395e-13
4095.3808660372197 3.8571321998394786e-13
4096.591634352528 3.751001465935049e-13
4097.802402667836 3.588284209930957e-13
4099.013170983144 3.4649842929139503e-13
4100.223939298452 3.503527934375273e-13
4101.43470761376 3.6548338115927353e-13
4102.645475929068 3.82216280126474e-13
4103.856244244377 3.9878608072610323e-13
4105.067012559685 4.0785253306157847e-13
4106.277780874993 4.057692097362244e-13
4107.4885491903015 3.9741763130918873e-13
4108.6993175056095 3.896622552890241e-13
4109.9100858209185 3.8986685547301794e-13
4111.120854136227 4.0123923068691086e-13
4112.331622451535 4.105840189327561e-13
4113.542390766843 4.0688269368338436e-13
4114.753159082151 3.987849090852682e-13
4115.963927397459 3.8710391506761767e-13
4117.174695712767 3.76213620823526e-13
4118.385464028075 3.7433487897753475e-13
4119.596232343384 3.759573981260218e-13
4120.807000658692 3.8146013390935527e-13
4122.017768974 3.967036514198597e-13
4123.228537289308 4.190506058289808e-13
4124.4393056046165 4.2839995543190656e-13
4125.6500739199255 4.1521823734853534e-13
4126.860842235234 3.9388157639408825e-13
4128.071610550542 3.764128407999682e-13
4129.28237886585 3.6160683016489797e-13
4130.493147181158 3.562208027913522e-13
4131.703915496466 3.637914434582356e-13
4132.914683811774 3.798538185438863e-13
4134.125452127082 3.98481527246828e-13
4135.336220442391 4.0981292852812163e-13
4136.546988757699 4.1361181397982276e-13
4137.757757073007 4.122958042995262e-13
4138.968525388315 4.073714522050562e-13
4140.179293703623 3.9262601550068187e-13
4141.390062018932 3.788856391990346e-13
4142.60083033424 3.898377722081605e-13
4143.811598649548 4.190558273005995e-13
4145.022366964856 4.4386227174412834e-13
4146.233135280164 4.5235602051585484e-13
4147.443903595472 4.4966890874521225e-13
4148.65467191078 4.436391920741297e-13
4149.865440226088 4.3774956662331837e-13
4151.076208541397 4.310745772748915e-13
4152.286976856705 4.312398915775523e-13
4153.497745172013 4.318425538938485e-13
4154.708513487321 4.339399263388196e-13
4155.9192818026295 4.4237864381401623e-13
4157.1300501179385 4.4433385544149274e-13
4158.340818433247 4.371516356693663e-13
4159.551586748555 4.3357647658113397e-13
4160.762355063863 4.3665838756092905e-13
4161.973123379171 4.335274912094332e-13
4163.183891694479 4.247387560505977e-13
4164.394660009787 4.2497003048676026e-13
4165.605428325095 4.305287964502297e-13
4166.816196640404 4.35917549411493e-13
4168.026964955712 4.388369074345701e-13
4169.23773327102 4.332755854852543e-13
4170.448501586328 4.1329239204358165e-13
4171.659269901636 4.036259341697042e-13
4172.870038216945 4.0668094168525736e-13
4174.0808065322535 4.1639004420997617e-13
4175.291574847562 4.27081017317194e-13
4176.50234316287 4.3896139309197946e-13
4177.713111478178 4.562537697844729e-13
4178.923879793486 4.665591199721357e-13
4180.134648108794 4.641820401198724e-13
4181.345416424102 4.603692205940132e-13
4182.556184739411 4.574861986074908e-13
4183.766953054719 4.492035715976756e-13
4184.977721370027 4.2715513283196675e-13
4186.188489685335 4.1521107040916186e-13
4187.399258000643 4.16823819835823e-13
4188.6100263159515 4.154750948417423e-13
4189.8207946312605 4.2046476464953896e-13
4191.031562946569 4.405107029184309e-13
4192.242331261877 4.558485776514587e-13
4193.453099577185 4.557317120257581e-13
4194.663867892493 4.5162215396789566e-13
4195.874636207801 4.399943745676767e-13
4197.085404523109 4.2131288557608523e-13
4198.296172838418 4.0902298526236105e-13
4199.506941153726 3.964030824824964e-13
4200.717709469034 3.8882110321816423e-13
4201.928477784342 3.8935074558716054e-13
4203.13924609965 3.9093609723887684e-13
4204.350014414958 4.0707180425756963e-13
4205.560782730267 4.2811827204418864e-13
4206.7715510455755 4.425298071602798e-13
4207.982319360884 4.319194457100378e-13
4209.193087676192 4.049091339540449e-13
4210.4038559915 3.7562502913121194e-13
4211.614624306808 3.3833535206734487e-13
4212.825392622116 3.00975178779891e-13
4214.036160937425 2.827401135760393e-13
4215.246929252733 3.062045908873739e-13
4216.457697568041 3.4058125669040074e-13
4217.668465883349 3.649496917168195e-13
4218.879234198657 3.758884731108705e-13
4220.090002513965 3.706098565335916e-13
4221.300770829274 3.5162206963039306e-13
4222.5115391445825 3.2993577834548003e-13
4223.7223074598905 3.0652188550733414e-13
4224.933075775199 2.927874107381103e-13
4226.143844090507 3.065658083424435e-13
4227.354612405815 3.4267024292895673e-13
4228.565380721123 3.8760252344283954e-13
4229.776149036432 4.2311476899482605e-13
4230.98691735174 4.382557424521856e-13
4232.197685667048 4.433402211164055e-13
4233.408453982356 4.470182378034428e-13
4234.619222297664 4.4636715900172563e-13
4235.829990612972 4.417897242810279e-13
4237.040758928281 4.362903693974814e-13
4238.251527243589 4.2837618747206903e-13
4239.4622955588975 4.263229428545492e-13
4240.673063874206 4.4011485166184013e-13
4241.883832189514 4.689348620172826e-13
4243.094600504822 4.915407485182092e-13
4244.30536882013 4.889665723262717e-13
4245.516137135439 4.833491046111083e-13
4246.726905450747 4.836001323622874e-13
4247.937673766055 4.822443864538874e-13
4249.148442081363 4.750145020964061e-13
4250.359210396671 4.763901210560443e-13
4251.569978711978 4.718391369321006e-13
4252.780747027287 4.607134454309221e-13
4253.991515342595 4.68388295938101e-13
4255.2022836579035 4.742720870176747e-13
4256.413051973212 4.611126822891412e-13
4257.62382028852 4.3952179050638415e-13
4258.834588603828 4.217965093425292e-13
4260.045356919136 4.267010426208016e-13
4261.256125234445 4.536112193955805e-13
4262.466893549753 4.946975256061199e-13
4263.677661865061 5.282467884936541e-13
4264.888430180369 5.425451256842634e-13
4266.099198495677 5.395864041767314e-13
4267.309966810985 5.216542076279224e-13
4268.520735126294 4.906640040330787e-13
4269.731503441602 4.55298698797572e-13
4270.9422717569105 4.348479978083938e-13
4272.153040072219 4.23170457054522e-13
4273.363808387527 4.135237262133683e-13
4274.574576702835 4.22975027945064e-13
4275.785345018143 4.460211308952914e-13
4276.996113333452 4.699037160308844e-13
4278.20688164876 4.790415823223316e-13
4279.417649964068 4.823175074450735e-13
4280.628418279376 4.896766894765726e-13
4281.839186594684 4.971656044886023e-13
4283.049954909992 4.985234822944922e-13
4284.260723225301 4.800920722850201e-13
4285.471491540609 4.5347224942551864e-13
4286.682259855917 4.229880187110922e-13
4287.8930281712255 3.992039106303301e-13
4289.103796486534 4.01767327676343e-13
4290.314564801842 4.296112879095164e-13
4291.52533311715 4.592515495857451e-13
4292.736101432459 4.665233204379094e-13
4293.946869747767 4.719591650194702e-13
4295.157638063075 4.784741697755277e-13
4296.368406378383 4.822760421292167e-13
4297.579174693691 4.789897927353794e-13
4298.789943008999 4.815287472126548e-13
4300.000711324308 4.951582169485517e-13
4301.211479639616 5.126631963202697e-13
4302.422247954924 5.295879952531174e-13
4303.6330162702325 5.293843678975338e-13
4304.843784585541 5.142516920927717e-13
4306.054552900849 5.054694868304155e-13
4307.265321216157 5.135946885261765e-13
4308.476089531466 5.394166036799511e-13
4309.686857846774 5.66390336995276e-13
4310.897626162082 5.708008816378289e-13
4312.10839447739 5.55808265409714e-13
4313.319162792698 5.564186848063743e-13
4314.529931108006 5.910156269037991e-13
4315.740699423315 6.264830234875766e-13
4316.951467738623 6.455743939596053e-13
4318.162236053931 6.528052641089066e-13
4319.373004369239 6.561963788600774e-13
4320.5837726845475 6.575777779863292e-13
4321.794540999856 6.417568993923456e-13
4323.005309315164 5.998515503588465e-13
4324.216077630472 5.575949256193977e-13
4325.426845945781 5.548519179057808e-13
4326.637614261089 5.828686537171064e-13
4327.848382576397 6.073814493678315e-13
4329.059150891705 6.232302948578963e-13
4330.269919207013 6.45718615655915e-13
4331.480687522322 6.693511811283328e-13
4332.69145583763 6.880433371831907e-13
4333.902224152938 6.910914514078922e-13
4335.112992468246 6.610414268093495e-13
4336.3237607835545 6.113627017916896e-13
4337.534529098863 5.778836978147028e-13
4338.745297414171 5.656244196132813e-13
4339.956065729479 5.812885469673442e-13
4341.166834044788 6.121757485783076e-13
4342.377602360096 6.33618442839246e-13
4343.588370675404 6.435962448760962e-13
4344.799138990712 6.466820075634185e-13
4346.00990730602 6.526899130836739e-13
4347.220675621329 6.649819264303551e-13
4348.431443936637 6.621767745821364e-13
4349.642212251945 6.380706602818303e-13
4350.852980567253 6.265360937890389e-13
4352.063748882561 6.366760638973871e-13
4353.2745171978695 6.533508811822132e-13
4354.485285513178 6.665329190313742e-13
4355.696053828486 6.686522335083281e-13
4356.906822143795 6.510019111791871e-13
4358.117590459103 6.329145248789983e-13
4359.328358774411 6.30084218731175e-13
4360.539127089718 6.395185624558101e-13
4361.749895405026 6.541418543209827e-13
4362.960663720335 6.62972902379586e-13
4364.171432035643 6.638923581795322e-13
4365.382200350951 6.545043914278662e-13
4366.592968666259 6.337383750676318e-13
4367.803736981567 6.149928237953277e-13
4369.0145052968755 6.000561782463095e-13
4370.225273612184 5.887945304881619e-13
4371.436041927492 5.820247770457699e-13
4372.646810242801 5.784159338751944e-13
4373.857578558109 5.897714579735537e-13
4375.068346873417 6.195177911212904e-13
4376.279115188725 6.462519857376358e-13
4377.489883504033 6.499864645761796e-13
4378.700651819342 6.382734737882218e-13
4379.91142013465 6.19237163662031e-13
4381.122188449958 5.92494958108542e-13
4382.332956765266 5.742389803052535e-13
4383.543725080574 5.903889163250599e-13
4384.7544933958825 6.265941911099312e-13
4385.965261711191 6.443660178822545e-13
4387.176030026499 6.365712988008771e-13
4388.386798341808 6.188015480860307e-13
4389.597566657116 6.06089223821069e-13
4390.808334972424 6.035370184058664e-13
4392.019103287732 5.927707197935856e-13
4393.22987160304 5.825194187207097e-13
4394.440639918349 6.112193727578719e-13
4395.651408233657 6.535580208689621e-13
4396.862176548965 6.751728390854455e-13
4398.072944864273 6.778728986417929e-13
4399.283713179581 6.731779617326731e-13
4400.494481494889 6.739203605589437e-13
4401.7052498101975 6.550733834342244e-13
4402.916018125506 6.194975311681365e-13
4404.126786440815 6.075811664490654e-13
4405.337554756123 6.190158191819986e-13
4406.548323071431 6.288892383534144e-13
4407.759091386739 6.579294633029632e-13
4408.969859702047 6.969778508724998e-13
4410.180628017356 7.121165989440042e-13
4411.391396332664 7.094713581835811e-13
4412.602164647972 6.881833497233933e-13
4413.81293296328 6.673218168116791e-13
4415.023701278588 6.814911217931078e-13
4416.234469593896 7.191877086037495e-13
4417.4452379092045 7.467153073846304e-13
4418.656006224513 7.378647661741019e-13
4419.866774539822 7.126201347752985e-13
4421.07754285513 6.913554857110096e-13
4422.288311170438 7.00010247868249e-13
4423.499079485746 7.188917923056125e-13
4424.709847801054 7.258297417698934e-13
4425.920616116363 7.313634463092096e-13
4427.131384431671 7.328893948464353e-13
4428.342152746979 7.326135400649242e-13
4429.552921062287 7.475649723890939e-13
4430.763689377595 7.73265416216456e-13
4431.974457692903 7.72795020661403e-13
4433.185226008211 7.569690380933517e-13
