157.69	12.11
158.29	12.22
158.89	12.95
159.49	13.30
160.08	13.06
160.68	13.34
161.28	11.90
161.88	13.00
162.47	11.96
163.07	12.51
163.67	14.02
164.27	12.79
164.86	12.57
165.46	12.02
166.06	10.96
166.66	11.77
167.25	12.28
167.85	12.88
168.45	12.00
169.04	13.31
169.64	13.09
170.24	12.34
170.84	12.65
171.43	12.55
172.03	11.87
172.63	13.74
173.22	13.45
173.82	12.29
174.42	13.01
175.02	13.07
175.61	13.81
176.21	13.50
176.81	11.57
177.40	13.64
178.00	13.54
178.60	12.98
179.19	12.67
179.79	14.67
180.39	11.65
180.98	12.05
181.58	13.86
182.18	12.50
182.77	12.65
183.37	13.32
183.97	14.41
184.56	13.17
185.16	12.45
185.76	12.90
186.35	12.91
186.95	13.57
187.55	12.57
188.14	12.25
188.74	12.88
189.34	13.27
189.93	10.87
190.53	12.11
191.12	11.51
191.72	12.02
192.32	13.39
192.91	13.19
193.51	11.83
194.11	12.16
194.70	12.70
195.30	12.30
195.89	11.81
196.49	12.26
197.09	12.02
197.68	11.37
198.28	11.65
198.87	12.14
199.47	11.99
200.06	11.21
200.66	10.77
201.26	11.33
201.85	11.87
202.45	10.92
203.04	10.91
203.64	10.37
204.24	10.70
204.83	10.15
205.43	11.12
206.02	10.93
206.62	9.54
207.21	10.73
207.81	10.93
208.40	11.21
209.00	11.12
209.60	9.80
210.19	10.00
210.79	11.08
211.38	10.73
211.98	10.96
212.57	9.70
213.17	11.49
213.76	11.38
214.36	10.60
214.95	10.13
215.55	11.26
216.14	10.97
216.74	10.81
217.33	8.79
217.93	10.66
218.52	9.79
219.12	9.70
219.71	10.44
220.31	10.08
220.90	9.56
221.50	9.41
222.09	10.03
222.69	9.99
223.28	8.73
223.88	9.10
224.47	8.26
225.07	8.25
225.66	8.57
226.26	7.41
226.85	7.69
227.45	6.92
228.04	5.92
228.63	6.70
229.23	5.80
229.82	4.49
230.42	4.43
231.01	4.49
231.61	3.95
232.20	3.54
232.80	3.31
233.39	3.09
233.98	2.49
234.58	2.74
235.17	2.03
235.77	2.04
236.36	1.94
236.95	1.83
237.55	1.51
238.14	1.45
238.74	1.19
239.33	1.20
239.93	1.14
240.52	1.13
241.11	0.97
241.71	0.84
242.30	0.84
242.89	0.84
243.49	0.65
244.08	0.74
244.68	0.56
245.27	0.69
245.86	0.60
246.46	0.56
247.05	0.50
247.64	0.54
248.24	0.44
248.83	0.47
249.43	0.45
250.02	0.40
250.61	0.38
251.21	0.37
251.80	0.42
252.39	0.41
252.99	0.33
253.58	0.38
