300.36	0.13
300.95	0.18
301.54	0.21
302.13	0.23
302.72	0.23
303.32	0.28
303.91	0.38
304.50	0.50
305.09	0.58
305.68	0.75
306.27	0.92
306.86	1.16
307.45	1.41
308.04	1.76
308.63	2.14
309.22	2.64
309.81	3.12
310.40	3.70
310.99	4.22
311.58	5.14
312.17	5.88
312.76	6.80
313.35	7.78
313.94	8.82
314.54	9.94
315.13	11.06
315.72	12.31
316.31	13.60
316.90	14.91
317.49	16.23
318.08	17.69
318.67	19.17
319.26	20.58
319.85	22.04
320.44	23.61
321.03	25.13
321.62	26.61
322.21	28.13
322.80	29.66
323.39	31.19
323.97	32.73
324.56	34.16
325.15	35.60
325.74	37.08
326.33	38.36
326.92	39.85
327.51	41.02
328.10	42.43
328.69	43.62
329.28	44.90
329.87	46.11
330.46	47.25
331.05	48.33
331.64	49.57
332.23	50.48
332.82	51.53
333.41	52.51
334.00	53.52
334.58	54.37
335.17	55.36
335.76	56.07
336.35	56.85
336.94	57.72
337.53	58.38
338.12	59.10
338.71	59.74
339.30	60.40
339.89	61.04
340.47	61.62
341.06	62.02
341.65	62.89
342.24	63.36
342.83	63.78
343.42	64.33
344.01	64.73
344.60	65.23
345.18	65.44
345.77	66.03
346.36	66.30
346.95	66.95
347.54	67.10
348.13	67.46
348.72	67.85
349.30	68.07
349.89	68.37
350.48	68.72
351.07	69.05
351.66	69.27
352.25	69.63
352.83	69.61
353.42	69.85
354.01	70.10
354.60	70.34
355.19	70.64
355.77	70.58
356.36	70.82
356.95	70.85
357.54	71.00
358.13	71.04
358.71	71.22
359.30	71.29
359.89	71.30
360.48	71.30
361.06	71.47
361.65	71.39
362.24	71.40
362.83	71.31
363.41	71.25
364.00	71.28
364.59	71.28
365.18	70.97
365.76	71.02
366.35	70.61
366.94	70.45
367.53	70.14
368.11	70.01
368.70	69.70
369.29	69.29
369.88	68.82
370.46	68.42
371.05	67.84
371.64	67.33
372.22	66.73
372.81	66.19
373.40	65.63
373.99	64.92
374.57	64.14
375.16	63.43
375.75	62.76
376.33	61.70
376.92	60.81
377.51	59.67
378.09	58.51
378.68	57.40
379.27	56.10
379.85	54.84
380.44	53.48
381.03	51.89
381.61	50.44
382.20	48.88
382.79	47.23
383.37	45.67
383.96	43.76
384.55	41.98
385.13	40.19
385.72	38.26
386.30	36.38
386.89	34.47
387.48	32.48
388.06	30.49
388.65	28.59
389.24	26.79
389.82	24.88
390.41	23.04
390.99	21.14
391.58	19.36
392.17	17.65
392.75	16.06
393.34	14.57
393.92	13.13
394.51	11.79
395.09	10.50
395.68	9.33
396.27	8.18
396.85	7.17
397.44	6.23
398.02	5.40
398.61	4.74
399.19	4.05
399.78	3.52
400.36	3.00
400.95	2.58
401.54	2.16
402.12	1.84
402.71	1.52
403.29	1.33
403.88	1.09
404.46	0.92
405.05	0.81
405.63	0.66
406.22	0.59
406.80	0.50
407.39	0.41
407.97	0.36
408.56	0.30
409.14	0.31
409.73	0.24
410.31	0.24
410.90	0.20
411.48	0.17
412.07	0.17
412.65	0.16
413.24	0.14
413.82	0.16
414.41	0.12
414.99	0.14
415.57	0.12
416.16	0.11
416.74	0.13
417.33	0.14
417.91	0.09
418.50	0.14
419.08	0.11
419.67	0.14
420.25	0.09
420.83	0.12
421.42	0.13
422.00	0.13
422.59	0.10
423.17	0.10
423.75	0.13
424.34	0.16
424.92	0.10
425.51	0.14
426.09	0.12
426.67	0.14
427.26	0.11
427.84	0.14
428.43	0.13
429.01	0.12
429.59	0.13
430.18	0.10
430.76	0.09
431.34	0.12
431.93	0.12
432.51	0.13
433.10	0.12
433.68	0.11
434.26	0.08
434.85	0.09
435.43	0.07
436.01	0.15
436.60	0.10
437.18	0.14
437.76	0.10
438.34	0.11
438.93	0.08
439.51	0.11
440.09	0.09
440.68	0.10
441.26	0.08
441.84	0.09
442.43	0.09
443.01	0.12
443.59	0.07
444.17	0.06
444.76	0.10
445.34	0.10
445.92	0.06
446.51	0.11
447.09	0.06
447.67	0.10
448.25	0.07
448.84	0.06
449.42	0.06
450.00	0.07
450.58	0.08
451.17	0.07
451.75	0.07
452.33	0.07
452.91	0.05
453.49	0.08
454.08	0.07
454.66	0.09
455.24	0.05
455.82	0.06
456.41	0.11
456.99	0.09
457.57	0.05
458.15	0.05
458.73	0.07
459.32	0.08
459.90	0.04
460.48	0.04
461.06	0.04
461.64	0.09
462.22	0.01
462.81	0.03
463.39	0.03
463.97	0.06
464.55	0.04
465.13	0.07
465.71	0.05
466.29	0.06
466.88	0.03
467.46	0.03
468.04	0.04
468.62	0.07
469.20	0.01
469.78	0.03
470.36	0.05
470.94	0.05
471.53	0.05
472.11	0.03
472.69	0.04
473.27	0.07
473.85	0.06
474.43	0.06
475.01	0.03
475.59	0.04
476.17	0.01
476.75	0.05
477.33	0.04
477.92	0.07
478.50	0.04
479.08	0.03
479.66	0.04
480.24	0.10
480.82	0.01
481.40	0.01
481.98	0.02
482.56	0.06
483.14	0.04
483.72	0.04
484.30	0.00
484.88	0.06
485.46	0.02
486.04	0.06
486.62	0.05
487.20	0.07
487.78	0.05
488.36	0.00
488.94	0.05
489.52	0.04
490.10	0.01
490.68	0.03
491.26	0.03
491.84	0.08
492.42	0.03
493.00	0.04
493.58	0.04
494.16	0.06
494.74	0.02
495.32	0.04
495.90	0.03
496.48	0.07
497.06	0.05
497.64	0.01
498.22	0.03
498.80	0.07
499.37	0.01
499.95	0.05
500.53	0.07
501.11	0.05
501.69	0.04
502.27	0.08
502.85	0.05
503.43	0.07
504.01	0.07
504.59	0.01
505.17	0.04
505.74	0.08
506.32	-0.02
506.90	0.02
507.48	0.03
508.06	0.02
508.64	-0.01
509.22	0.01
509.80	0.03
510.37	0.03
510.95	0.03
511.53	0.02
512.11	0.03
512.69	0.06
513.27	0.01
513.84	0.03
514.42	0.02
515.00	0.09
515.58	-0.04
516.16	-0.03
516.74	0.11
517.31	0.01
517.89	-0.02
518.47	0.07
519.05	0.03
519.63	0.07
520.20	-0.03
520.78	0.04
521.36	0.01
521.94	-0.01
522.51	0.01
523.09	0.02
523.67	-0.05
524.25	0.05
524.83	-0.02
525.40	-0.02
525.98	0.07
526.56	0.04
527.14	-0.13
527.71	0.06
528.29	-0.04
528.87	0.07
529.44	-0.03
530.02	0.05
530.60	0.02
531.18	0.04
531.75	0.04
532.33	0.08
532.91	0.04
533.48	-0.01
534.06	0.01
534.64	-0.01
535.22	-0.03
535.79	0.02
536.37	-0.01
536.95	0.04
537.52	-0.02
538.10	0.04
538.68	0.00
539.25	0.03
539.83	0.00
540.41	0.03
540.98	0.02
541.56	-0.01
542.13	-0.07
542.71	0.02
543.29	0.00
543.86	0.01
544.44	0.00
545.02	-0.02
545.59	-0.01
546.17	0.02
546.74	-0.02
547.32	0.04
547.90	0.00
548.47	0.04
549.05	-0.03
549.62	0.05
550.20	0.02
550.78	0.01
551.35	0.03
551.93	-0.01
552.50	0.04
553.08	0.00
553.65	-0.01
554.23	0.01
554.81	0.01
555.38	0.04
555.96	0.00
556.53	0.04
557.11	0.02
557.68	0.00
558.26	0.01
558.83	0.04
559.41	0.00
559.98	0.01
560.56	-0.05
561.13	0.00
561.71	0.04
562.28	-0.05
562.86	-0.02
563.43	0.02
564.01	0.03
564.58	0.00
565.16	0.04
565.73	0.04
566.31	-0.03
566.88	0.04
567.46	0.01
568.03	0.01
568.61	-0.02
569.18	0.07
569.76	0.00
570.33	0.02
570.90	0.02
571.48	0.00
572.05	0.02
572.63	0.01
573.20	0.05
573.78	0.03
574.35	-0.01
574.92	0.04
575.50	0.04
576.07	0.00
576.65	-0.03
577.22	0.00
577.79	0.01
578.37	0.01
578.94	-0.02
579.51	0.05
580.09	0.02
580.66	-0.01
581.24	-0.02
581.81	0.02
582.38	0.02
582.96	0.02
583.53	-0.02
584.10	0.02
584.68	-0.03
585.25	0.00
585.82	-0.02
586.40	0.03
586.97	0.02
587.54	0.02
588.12	-0.03
588.69	0.01
589.26	0.00
589.84	0.00
590.41	-0.03
590.98	0.00
591.55	0.01
592.13	0.01
592.70	0.01
593.27	0.04
593.85	-0.01
594.42	0.03
594.99	-0.03
595.56	0.00
596.14	-0.01
596.71	-0.01
597.28	-0.04
597.85	0.01
598.43	0.00
599.00	0.00
599.57	-0.03
600.14	0.03
600.72	0.02
601.29	0.02
601.86	-0.02
602.43	0.00
603.00	-0.01
603.58	-0.02
604.15	-0.02
604.72	-0.03
605.29	-0.01
605.86	0.01
606.44	-0.03
607.01	0.03
607.58	-0.02
608.15	-0.01
608.72	-0.02
609.29	0.00
609.87	0.02
610.44	0.04
611.01	-0.01
611.58	0.03
612.15	-0.02
612.72	0.01
613.29	-0.01
613.87	0.01
614.44	-0.01
615.01	-0.01
615.58	-0.01
616.15	-0.01
616.72	0.01
617.29	0.00
617.86	0.01
618.43	-0.01
619.01	0.00
619.58	0.03
620.15	-0.02
620.72	0.01
621.29	-0.03
621.86	0.00
622.43	-0.03
623.00	0.00
623.57	-0.02
624.14	0.02
624.71	0.00
625.28	-0.03
625.85	0.02
626.42	0.01
626.99	0.00
627.56	0.01
628.13	0.05
628.70	0.04
629.27	0.01
629.84	0.06
630.41	0.00
630.98	0.00
631.55	-0.01
632.12	0.00
632.69	0.03
633.26	0.03
633.83	-0.01
634.40	0.02
634.97	0.04
635.54	0.00
636.11	-0.04
636.68	0.02
637.25	-0.02
637.82	0.14
638.39	-0.02
638.96	0.01
639.53	0.00
640.10	0.00
640.67	0.00
641.24	0.02
641.81	0.06
642.37	0.02
642.94	0.00
643.51	0.05
644.08	0.03
644.65	0.01
645.22	-0.03
645.79	0.02
646.36	0.01
646.93	0.01
647.49	-0.02
648.06	0.03
648.63	0.04
649.20	0.04
649.77	0.01
650.34	0.04
650.91	0.01
651.47	-0.01
652.04	-0.05
652.61	0.00
653.18	0.02
653.75	0.01
654.32	-0.01
654.88	0.01
655.45	0.01
656.02	0.02
656.59	-0.03
657.16	0.00
657.72	-0.01
658.29	0.01
658.86	-0.02
659.43	0.02
660.00	0.01
660.56	-0.01
661.13	0.00
661.70	0.03
662.27	-0.03
662.83	0.01
663.40	0.00
663.97	0.03
664.54	0.04
665.10	0.05
665.67	0.00
666.24	0.06
666.80	0.05
667.37	0.04
667.94	0.05
668.51	0.07
